topic,word_id,word,meaning,romanization
korean_topik_3,k_1563,채우다,"To fill up, complete, fulfill",chaeuda
korean_topik_3,k_1564,균형,Balance or equilibrium,gyunhyeong
korean_topik_3,k_1565,기본적,Fundamental or basic,gibonjeok
korean_topik_3,k_1566,부족,A tribe,bujok
korean_topik_3,k_1567,사무실,Office,samusil
korean_topik_3,k_1568,이월,February,iwol
korean_topik_3,k_1569,일요일,Sunday,iryoil
korean_topik_3,k_1570,접근,Proximity,jeopgeun
korean_topik_3,k_1571,지켜보다,"Watch, stare at ( wait on some situation)",jikyeoboda
korean_topik_3,k_1572,개성,Individuality or personality,gaeseong
korean_topik_3,k_1573,달리다,"Hang, be suspended",dallida
korean_topik_3,k_1574,더하다,Get worse,deohada
korean_topik_3,k_1575,무너지다,Collapse,muneojida
korean_topik_3,k_1576,보통,Usually,botong
korean_topik_3,k_1577,쓰다,To wear (a hat),sseuda
korean_topik_3,k_1578,이러다,do/say think this way,ireoda
korean_topik_3,k_1579,일어서다,"To rise to one’s feet, stand up",ireoseoda
korean_topik_3,k_1580,죄,"A crime, a sin",joe
korean_topik_3,k_1581,참,In reality,cham
korean_topik_3,k_1582,총장,"The president, the chancellor (university’s)",chongjang
korean_topik_3,k_1583,핵심,"The kernel, the core",haeksim
korean_topik_3,k_1584,후반,The latter/second half,huban
korean_topik_3,k_1585,단순히,Simply,dansunhi
korean_topik_3,k_1586,달려가다,"Run, rush, dash",dallyeogada
korean_topik_3,k_1587,방문,A visit,bangmun
korean_topik_3,k_1588,불만,Dissatisfaction,bulman
korean_topik_3,k_1589,불편하다,To be unpleasant,bulpyeonhada
korean_topik_3,k_1590,종,"A sort, kind, species",jong
korean_topik_3,k_1591,피,Blood (is flowing),pi
korean_topik_3,k_1592,강,River,gang
korean_topik_3,k_1593,관객,Spectator,gwangaek
korean_topik_3,k_1594,막,Just now,mak
korean_topik_3,k_1595,밀리미터,Millimeter,millimiteo
korean_topik_3,k_1596,비싸다,To be expensive,bissada
korean_topik_3,k_1597,숫자,"A figure, number",sutja
korean_topik_3,k_1598,열,Heat,yeol
korean_topik_3,k_1599,왼쪽,The left side,oenjjok
korean_topik_3,k_1600,중세,The middle ages,jungse
korean_topik_3,k_1601,택시,Taxi,taeksi
korean_topik_3,k_1602,통합,"Unity, unification",tonghap
korean_topik_3,k_1603,계산,Calculation,gyesan
korean_topik_3,k_1604,꼬리,Tail,kkori
korean_topik_3,k_1605,놀랍다,To be surprising,nollapda
korean_topik_3,k_1606,양식,"A mode, a style, an order, a modality",yangsik
korean_topik_3,k_1607,예전,"Old days, former days",yejeon
korean_topik_3,k_1608,전기,Electricity,jeongi
korean_topik_3,k_1609,주식,Stock,jusik
korean_topik_3,k_1610,틀리다,"To be turned, warped 2) go wrong, be mistaken",teullida
korean_topik_3,k_1611,끊임없이,Constantly or unceasingly,kkeunimeopsi
korean_topik_3,k_1612,모델,Model,model
korean_topik_3,k_1613,붓다,"to pour (water, liquid)",butda
korean_topik_3,k_1614,상식,Common sense,sangsik
korean_topik_3,k_1615,상표,"trademark, brand",sangpyo
korean_topik_3,k_1616,시원하다,"Be cool, refreshing",siwonhada
korean_topik_3,k_1617,아니하다,To be/do not,anihada
korean_topik_3,k_1618,의식하다,"Be conscious of, be aware of",uisikhada
korean_topik_3,k_1619,고모,A paternal aunt,gomo
korean_topik_3,k_1620,궁금하다,To wonder or be curious about,gunggeumhada
korean_topik_3,k_1621,민주화,Democratization,minjuhwa
korean_topik_3,k_1622,보도,"news, report",bodo
korean_topik_3,k_1623,살피다,Take a good look at,salpida
korean_topik_3,k_1624,약하다,To be weak,yakada
korean_topik_3,k_1625,잘못하다,To make a mistake,jalmotada
korean_topik_3,k_1626,잡지,A magazine,japji
korean_topik_3,k_1627,거부하다,Deny or reject or disapprove,geobuhada
korean_topik_3,k_1628,공무원,Public servant,gongmuwon
korean_topik_3,k_1629,그만두다,Stop or discontinue,geumanduda
korean_topik_3,k_1630,댁,You and your family,daek
korean_topik_3,k_1631,반갑다,Be happy,bangapda
korean_topik_3,k_1632,부족,"lack, want (scarcity, insufficiency)",bujok
korean_topik_3,k_1633,실시,"execution, enforcement",silsi
korean_topik_3,k_1634,운명,"fate, fortune",unmyeong
korean_topik_3,k_1635,재정,"finances, economy",jaejeong
korean_topik_3,k_1636,차라리,"rather, preferably",charari
korean_topik_3,k_1637,학자,Scholar,hakja
korean_topik_3,k_1638,다녀오다,Drop in for a short visit,danyeooda
korean_topik_3,k_1639,달다,"to attach, fix",dalda
korean_topik_3,k_1640,대규모,On a large scale,daegyumo
korean_topik_3,k_1641,동,the same,dong
korean_topik_3,k_1642,민간,"civil, private",min-gan
korean_topik_3,k_1643,법원,Court of justice,beop-won
korean_topik_3,k_1644,비디오,Video,bi-di-o
korean_topik_3,k_1645,사실상,"Actually, in truth",sa-sil-sang
korean_topik_3,k_1646,아끼다,"grudge, spare",a-kki-da
korean_topik_3,k_1647,이쪽,"This side, our way",i-jjok
korean_topik_3,k_1648,지대,"Zone, belt, district",ji-dae
korean_topik_3,k_1649,판단하다,To make a conclusion,pan-dan-ha-da
korean_topik_3,k_1650,행복하다,To be happy,haeng-bok-ha-da
korean_topik_3,k_1651,굽다,To roast or bake,gup-da
korean_topik_3,k_1652,기름,Oil or fat,gireum
korean_topik_3,k_1653,실천하다,"To practice, put in theory",silcheonhada
korean_topik_3,k_1654,쏟아지다,To pour out,ssodajida
korean_topik_3,k_1655,연습,"practice, exercise",yeonseup
korean_topik_3,k_1656,오른쪽,The right side,oreunjjok
korean_topik_3,k_1657,용어,Technical terminology,yong-eo
korean_topik_3,k_1658,익히다,Habituate oneself to,ikhida
korean_topik_3,k_1659,지도,"Map, atlas",jido
korean_topik_3,k_1660,지위,"Position, status",jiwi
korean_topik_3,k_1661,풍부하다,"To be abundant, copious, plentiful",pungbuhada
korean_topik_3,k_1662,화장실,Bathroom,hwajangsil
korean_topik_3,k_1663,기억하다,To recall or remember,gieokada
korean_topik_3,k_1664,식량,"food, provisions",sikryang
korean_topik_3,k_1665,실험,"An experiment, test",silheom
korean_topik_3,k_1666,용기,Bravery,yonggi
korean_topik_3,k_1667,토론,"A debate, discussion",toron
korean_topik_3,k_1668,핵,"A nucleus, core",haek
korean_topik_3,k_1669,고급,High rank or first class,gogeup
korean_topik_3,k_1670,고생,A hard life or privation,gosaeng
korean_topik_3,k_1671,미치다,Be crazy,michida
korean_topik_3,k_1672,밟다,Step on,balpda
korean_topik_3,k_1673,상당하다,"Be proper, suitable",sangdanghada
korean_topik_3,k_1674,섞다,"blend, mix",seokda
korean_topik_3,k_1675,수석,The top seat,suseok
korean_topik_3,k_1676,없애다,"Remove, get rid of, do away with",eopsaeda
korean_topik_3,k_1677,이뤄지다,To make something for a specific purpose,irwojida
korean_topik_3,k_1678,적절하다,Appropriateness,jeokjeolhada
korean_topik_3,k_1679,정상,"The top, summit",jeongsang
korean_topik_3,k_1680,제사,A holiday ceremony,jesa
korean_topik_3,k_1681,주말,Weekend,jumal
korean_topik_3,k_1682,지혜,"Wisdom, wits",jihye
korean_topik_3,k_1683,참새,A sparrow,chamsae
korean_topik_3,k_1684,화장품,"Makup, cosmetics",hwajangpum
korean_topik_3,k_1685,굵다,Be thick or fat,gukda
korean_topik_3,k_1686,깨끗이,Clean or neatly,kkaekkeusi
korean_topik_3,k_1687,낡다,Clear,nalkda
korean_topik_3,k_1688,내년,Next year,naenyeon
korean_topik_3,k_1689,농산물,Agricultural products,nongsanmul
korean_topik_3,k_1690,눈앞,Before one’s eyes,nunap
korean_topik_3,k_1691,대학생,University student,daehaksaeng
korean_topik_3,k_1692,방문하다,To visit,bangmunhada
korean_topik_3,k_1693,붉다,"Be red, scalet",bulkda
korean_topik_3,k_1694,사고,"thought, contemplation",sago
korean_topik_3,k_1695,순서,"system, order, sequence",sunseo
korean_topik_3,k_1696,아무래도,"Never on any account, no matter what",amuraedo
korean_topik_3,k_1697,연구소,A research institute,yeonguso
korean_topik_3,k_1698,올,This year,oll
korean_topik_3,k_1699,위대하다,"To be great, mighty, grand",widae hada
korean_topik_3,k_1700,이사,House-moving,isa
korean_topik_3,k_1701,지배하다,"Control, direct",jibae hada
korean_topik_3,k_1702,틈,"A crack, gap, opening",teum
korean_topik_3,k_1703,가령,1) For example 2) supposing or admitting,garyeong
korean_topik_3,k_1704,거대하다,Huge or gigantic or enormous,geodaehada
korean_topik_3,k_1705,닫다,To close,datda
korean_topik_3,k_1706,매달리다,"Be suspended, to be hanging down (from) ; to stick to a job, to persevere",maedallida
korean_topik_3,k_1707,생일,A birthday,saengil
korean_topik_3,k_1708,섬,An island,seom
korean_topik_3,k_1709,이하,"Less than, below",iha
korean_topik_3,k_1710,참석하다,"To attend, take part in",chamseokhada
korean_topik_3,k_1711,토대,"A foundation, a base",todae
korean_topik_3,k_1712,해결,"Solution, settlement",haegyeol
korean_topik_3,k_1713,행복,Happiness,haengbok
korean_topik_3,k_1714,걸어가다,To go on foot or walk,georeogada
korean_topik_3,k_1715,근로자,Laborer,geulloja
korean_topik_3,k_1716,글쎄,Now or well or let me see,geulsse
korean_topik_3,k_1717,목숨,Life,moksum
korean_topik_3,k_1718,백화점,Department store,baekhwajeom
korean_topik_3,k_1719,변화하다,"To change, vary",byeonhwahada
korean_topik_3,k_1720,병,A bottle,pyeong
korean_topik_3,k_1721,빠져나가다,Get/go out of here,ppajyeonagada
korean_topik_3,k_1722,안녕하다,To say hello,annyeonghada
korean_topik_3,k_1723,여론,"Public opinion, public sentiment towards sth",yeoron
korean_topik_3,k_1724,의복,"Clothes, garments",uibok
korean_topik_3,k_1725,체조,Gymnastics,chejo
korean_topik_3,k_1726,출발하다,"To depart, leave",chulbalhada
korean_topik_3,k_1727,현실적,"Down to earth, Realistic",hyeonsiljeok
korean_topik_3,k_1728,화제,Subject of conversation,hwaje
korean_topik_3,k_1729,결정되다,To become decided,gyeoljeongdoeda
korean_topik_3,k_1730,고양이,Kitten,goyangi
korean_topik_3,k_1731,공격,Attack,gonggyeok
korean_topik_3,k_1732,물가,Prices of products,mulga
korean_topik_3,k_1733,민주주의,Democracy,minjujuui
korean_topik_3,k_1734,불안,"uneasiness, anxiety",buran
korean_topik_3,k_1735,소중하다,"To be important, valuable",sojunghada
korean_topik_3,k_1736,여유,"reserve, surplus",yeoyu
korean_topik_3,k_1737,의문,"A question, a doubt",uimun
korean_topik_3,k_1738,중학교,Middle school,jung hakgyo
korean_topik_3,k_1739,킬로미터,Kilometer,killomiteo
korean_topik_3,k_1740,파도,"Waves, billows",pado
korean_topik_3,k_1741,흰색,"gray, ash color",huinsaek
korean_topik_3,k_1742,가수,Singer,gasu
korean_topik_3,k_1743,단,"Only one, alone",dan
korean_topik_3,k_1744,방송국,Broadcasting station,bangsongguk
korean_topik_3,k_1745,빛나다,"shine, glitter",bitnada
korean_topik_3,k_1746,숨다,"To be in hiding, to hide oneself",sumda
korean_topik_3,k_1747,실리다,"To be printed,recorded; to be loaded onto a truck (luggage)",sillida
korean_topik_3,k_1748,압력,"pressure, stress",amnyeok
korean_topik_3,k_1749,예금,Deposit money,yegeum
korean_topik_3,k_1750,예상되다,"To expect, anticipate",yesangdoeda
korean_topik_3,k_1751,입학,Admission into school,ipak
korean_topik_3,k_1752,증권,"securities, document,deed",jeunggwon
korean_topik_3,k_1753,직후,Immediately after,jikhu
korean_topik_3,k_1754,차량,"vehicles, cars",charyang
korean_topik_3,k_1755,출산,Child birth,chulsan
korean_topik_3,k_1756,물다,"bite, put in the mouth",mulda
korean_topik_3,k_1757,선진국,A developed country,seonjinguk
korean_topik_3,k_1758,약,Medicine,yak
korean_topik_3,k_1759,어느새,"In no time, quickly",eoneusae
korean_topik_3,k_1760,재판,A trial,jaepan
korean_topik_3,k_1761,저쪽,"Over there, in that direction",jeojjok
korean_topik_3,k_1762,제자,A disciple,jeja
korean_topik_3,k_1763,창문,A window,changmun
korean_topik_3,k_1764,초,A second,cho
korean_topik_3,k_1765,치즈,Cheese,chijeu
korean_topik_3,k_1766,회복,"Recovery, recuperation",hoebok
korean_topik_3,k_1767,구역,A zone or district,guyeok
korean_topik_3,k_1768,대응,"Confrontation, opposition",daeeung
korean_topik_3,k_1769,반대하다,Be opposed to,bandaehada
korean_topik_3,k_1770,발휘하다,"Display, exhibit",balhwihada
korean_topik_3,k_1771,소비,Consumption,sobi
korean_topik_3,k_1772,심장,The heart,simjang
korean_topik_3,k_1773,아이고,Oh my god!,aigo
korean_topik_3,k_1774,조용히,Quietly,joyonghi
korean_topik_3,k_1775,중소기업,Small and medium enterprises,jungso gieop
korean_topik_3,k_1776,직접적,"Directly, immediately",jikjeopjeok
korean_topik_3,k_1777,진실,"Truth, sincerity",jinsil
korean_topik_3,k_1778,필자,"The writer, author",pilja
korean_topik_3,k_1779,협력,"Cooperation, cooperate with",hyeomnyeok
korean_topik_3,k_1780,가스,Gas,gaseu
korean_topik_3,k_1781,계층,A class or social stratum,gyecheung
korean_topik_3,k_1782,구멍,A hole,gumong
korean_topik_3,k_1783,담당,"Charge, undertaking",damdang
korean_topik_3,k_1784,만화,Cartoons,manwha
korean_topik_3,k_1785,먹이다,"support, feed",meogida
korean_topik_3,k_1786,무시하다,"disregard, ignore ; to be defiant and fail to observe",musihada
korean_topik_3,k_1787,보도하다,"To report, inform",bodohada
korean_topik_3,k_1788,살짝,"(1) softly, lightly, just a little (2) furtively, stealthily",saljjak
korean_topik_3,k_1789,생각나다,To remember,saenggangnada
korean_topik_3,k_1790,우유,Milk,uyu
korean_topik_3,k_1791,인상,pulling/drawing up,insang
korean_topik_3,k_1792,차갑다,Cold,chagओपदा
korean_topik_3,k_1793,철저하다,"thoroughness, cleanliness",चओल्जओहदा
korean_topik_3,k_1794,태아,"A fetus, an unborn child",टेआ
korean_topik_3,k_1795,관찰하다,Observe or view or watch,ग्वानछअलहादा
korean_topik_3,k_1796,괜히,"In vain or useless or fruitless, for a stupid reason",ग्वेनही
korean_topik_3,k_1797,끼다,"To put on or wear, to wear (a ring)",किदा
korean_topik_3,k_1798,날개,The wings,नालगे
korean_topik_3,k_1799,녀석,Fellow,न्येओसेओक
korean_topik_3,k_1800,눈빛,The glitter of one’s eyes,नुनबित
korean_topik_4,k_1801,단지,A public apt complex,दानजी
korean_topik_4,k_1802,물속,Inside the water,mulssok
korean_topik_4,k_1803,민주,Democracy,minju
korean_topik_4,k_1804,성공하다,To succeed,seonggonghada
korean_topik_4,k_1805,소나무,A pine tree,sonamu
korean_topik_4,k_1806,여기저기,Here and there,yeogijeogi
korean_topik_4,k_1807,여인,"beauty, belle",yeoin
korean_topik_4,k_1808,운영하다,"manage, administer",unyeonghada
korean_topik_4,k_1809,평가하다,"To evaluate, estimate, judge",pyeonggahada
korean_topik_4,k_1810,표,"A marker, indication",pyo
korean_topik_4,k_1811,필요성,Necessity,piryoseong
korean_topik_4,k_1812,감추다,Hide or conceal,gamchuda
korean_topik_4,k_1813,머무르다,Stay overnight,meomureuda
korean_topik_4,k_1814,부위,"A region, part",buwi
korean_topik_4,k_1815,비우다,"empty, vacate",biuda
korean_topik_4,k_1816,설치하다,"To found, establish, create",seolchihada
korean_topik_4,k_1817,십일월,November,si-bil-wol
korean_topik_4,k_1818,싸다,"Wrap in, bundle",ssada
korean_topik_4,k_1819,아울러,"And, both together",aulleo
korean_topik_4,k_1820,지시,"Directions, orders",jisi
korean_topik_4,k_1821,형성하다,"To form, make, take shape",hyeongseonghada
korean_topik_4,k_1822,형제,Brothers and sisters,hyeongje
korean_topik_4,k_1823,화려하다,"Splendor, magnificence of a display, a look",hwaryeohada
korean_topik_4,k_1824,거울,1) mirror 2) a pattern or model or exemplar,geoul
korean_topik_4,k_1825,덧붙이다,"Add a thing, append",deotbutida
korean_topik_4,k_1826,몇몇,Several,myeotmyeot
korean_topik_4,k_1827,무기,Weapon,mugi
korean_topik_4,k_1828,세계적,International,segyjeok
korean_topik_4,k_1829,안전,Safety,anjeon
korean_topik_4,k_1830,양파,An onion,yangpa
korean_topik_4,k_1831,이상,"Indisposition, abnormal",isang
korean_topik_4,k_1832,일종,"A kind, a sort, a species",iljong
korean_topik_4,k_1833,처지,"A situation,circumstances",cheoji
korean_topik_4,k_1834,촬영,"Photographing, taking pictures/films",chwaryeong
korean_topik_4,k_1835,타다,"Burn, blaze (firewood)",tada
korean_topik_4,k_1836,틀다,"To twist, wind",teulda
korean_topik_4,k_1837,형편,"The situation, the state of things (esp. financial)",hyeongpyeon
korean_topik_4,k_1838,가지,Eggplant,gaji
korean_topik_4,k_1839,감다,Close,gamda
korean_topik_4,k_1840,고추,Red pepper,gochu
korean_topik_4,k_1841,규칙,Rules or regulations,gyuchik
korean_topik_4,k_1842,본질,"True nature,essence",bonjil
korean_topik_4,k_1843,비치다,Shine,bichida
korean_topik_4,k_1844,빵,Bread,ppang
korean_topik_4,k_1845,서서히,"Slowly, little by little",seoseohi
korean_topik_4,k_1846,스승,"A teacher,master",seuseung
korean_topik_4,k_1847,신분,Social position,sinbun
korean_topik_4,k_1848,실시되다,To be enforced,silsidoeda
korean_topik_4,k_1849,아마도,Probably,amado
korean_topik_4,k_1850,안방,The inner room,anbang
korean_topik_4,k_1851,앓다,"To be ill, sick with sth",alta
korean_topik_4,k_1852,어제,Yesterday,eoje
korean_topik_4,k_1853,오직,"Only, merely, solely",ojig
korean_topik_4,k_1854,위험하다,To be dangerous,wihyeomhada
korean_topik_4,k_1855,자신,Self-confidence,jasin
korean_topik_4,k_1856,잠시,For a little while,jamsi
korean_topik_4,k_1857,졸업하다,To graduate,joreopada
korean_topik_4,k_1858,증거,"evidence,proof",jeunggeo
korean_topik_4,k_1859,초점,"A focus, a focal point",chojeom
korean_topik_4,k_1860,포함되다,To be included in,pohamdoeda
korean_topik_4,k_1861,호랑이,A tiger,horangi
korean_topik_4,k_1862,강화하다,Strengthen,ganghwahada
korean_topik_4,k_1863,공포,Fear or dread,gongpo
korean_topik_4,k_1864,권위,1) Authority or power 2) dignity or prestige,gwonwi
korean_topik_4,k_1865,덜,"Less, incompletely",deol
korean_topik_4,k_1866,미루다,"Postpone ; (2) to guess, infer and make an educated guess",miruda
korean_topik_4,k_1867,본래,"originally,primarily",bollae
korean_topik_4,k_1868,부엌,Kitchen,bueok
korean_topik_4,k_1869,세금,Tax,segeum
korean_topik_4,k_1870,실정,The actual situation,siljeong
korean_topik_4,k_1871,영양,Nutrition,yeongyang
korean_topik_4,k_1872,육체,"The flesh, the body",yukche
korean_topik_4,k_1873,입구,Entrance,ipgu
korean_topik_4,k_1874,잔뜩,"extremely, to the utmost",jantteuk
korean_topik_4,k_1875,적극,The positive,jeokgeuk
korean_topik_4,k_1876,최소한,At least,choesohan
korean_topik_4,k_1877,펼쳐지다,"Stretch, extend away",pyeolchyeojida
korean_topik_4,k_1878,경험하다,To experience or go through,gyeongheomhada
korean_topik_4,k_1879,그이,That person or he or him / she or her,geui
korean_topik_4,k_1880,넘치다,Overflow,neomchida
korean_topik_4,k_1881,놓치다,"Miss, let slip",nochida
korean_topik_4,k_1882,대기,The atmosphere,daegi
korean_topik_4,k_1883,독립,Independence,dongnip
korean_topik_4,k_1884,머릿속,Inside one’s head,meoritsok
korean_topik_4,k_1885,북쪽,The north direction,bukjjok
korean_topik_4,k_1886,불안하다,"To be uneasy, anxious",buranhada
korean_topik_4,k_1887,쇠고기,Beef,soegogi
korean_topik_4,k_1888,위반,"Violation, infringement",wiban
korean_topik_4,k_1889,카드,Card,kadeu
korean_topik_4,k_1890,평생,A lifetime,pyeongsaeng
korean_topik_4,k_1891,해당하다,To be applied/applicable under,haedanghada
korean_topik_4,k_1892,간부,"The leaders (cadre, exec, executive, management)",ganbu
korean_topik_4,k_1893,관념,An idea or notion,gwannyeom
korean_topik_4,k_1894,굉장히,Very much or greatly,gwinjanghi
korean_topik_4,k_1895,단어,Word,daneo
korean_topik_4,k_1896,덮다,"To cover, veil",deopda
korean_topik_4,k_1897,도와주다,To help,dowajuda
korean_topik_4,k_1898,도입,"introduction, invitation",doip
korean_topik_4,k_1899,몰다,Drive ; to chase or urge on,molda
korean_topik_4,k_1900,배우,Actor,baeu
korean_topik_4,k_1901,비추다,"(1) Shed, throw light on (2) to reflect in the mirror",bichuda
korean_topik_4,k_1902,신발,"shoes, footwear",sinbal
korean_topik_4,k_1903,알,"An egg, spawn (fish)",al
korean_topik_4,k_1904,앞서다,"To go before, precede",apseoda
korean_topik_4,k_1905,여건,"A postulate, a given condition",yeogeon
korean_topik_4,k_1906,오래전,Since a long time before,oraereon
korean_topik_4,k_1907,자격,Qualification,jagyeok
korean_topik_4,k_1908,통제,"control, regulation",tongje
korean_topik_4,k_1909,계단,A staircase or a set of stairs,gye dan
korean_topik_4,k_1910,김치,Spicy cabbage,gimchi
korean_topik_4,k_1911,끄덕이다,Nod,kkeudeogida
korean_topik_4,k_1912,낯설다,"To be unfamiliar with, to be a stranger to ( a person)",natseolda
korean_topik_4,k_1913,높이,Height (noun),nopi
korean_topik_4,k_1914,닮다,Resemble,damda
korean_topik_4,k_1915,마음속,Deep in one’s heart,maeumsok
korean_topik_4,k_1916,못지않다,Be just as good as,motjianta
korean_topik_4,k_1917,반영하다,"Reflect, be reflected",banyeonghada
korean_topik_4,k_1918,뼈,A bone,ppyeo
korean_topik_4,k_1919,성장하다,"To grow,be brought up",seongjanghada
korean_topik_4,k_1920,소속,"Belong to, attached to",sosok
korean_topik_4,k_1921,연결되다,"Connect, attach",yeongyeoldoeda
korean_topik_4,k_1922,장사,"trade,business",jangsa
korean_topik_4,k_1923,제작,"manufacture,production",jejak
korean_topik_4,k_1924,제한,"limits,bounds",jehan
korean_topik_4,k_1925,차다,to kick,chada
korean_topik_4,k_1926,추진,"Propulsion, drive",chujin
korean_topik_4,k_1927,취하다,To be drunk,chwihada
korean_topik_4,k_1928,콩,A bean,kong
korean_topik_4,k_1929,한숨,A breath,hansum
korean_topik_4,k_1930,헤어지다,"Part from, part company with",heeojida
korean_topik_4,k_1931,구입하다,Purchase or buying,guiphada
korean_topik_4,k_1932,날다,To fly,nalda
korean_topik_4,k_1933,너머,"Beyond, on the other side",neomeo
korean_topik_4,k_1934,여간,"just, a little. 여간 ~지 않다 means very very ~다",yeogan
korean_topik_4,k_1935,마련,"planning, making arrangements ; provisions, preparations",maryeon
korean_topik_4,k_1936,살,"flesh,muscle",sal
korean_topik_4,k_1937,선장,A captain,seonjang
korean_topik_4,k_1938,설탕,Sugar,seoltang
korean_topik_4,k_1939,순수하다,To be pure,sunsuhada
korean_topik_4,k_1940,스타일,Style,seutail
korean_topik_4,k_1941,시점,Point in time,sijeom
korean_topik_4,k_1942,싸다,Be inexpensive,ssada
korean_topik_4,k_1943,의사,"An intention, a purpose",uisa
korean_topik_4,k_1944,집중,Concentration,jipjung
korean_topik_4,k_1945,코드,Code,kodeu
korean_topik_4,k_1946,큰일,"An important affair, a serious matter",keunil
korean_topik_4,k_1947,거짓말,A lie or falsehood,geojitmal
korean_topik_4,k_1948,대단하다,"Considerable, grand",daedanhada
korean_topik_4,k_1949,대단히,Extremely,daedanhi
korean_topik_4,k_1950,마주,Face to face,maju
korean_topik_4,k_1951,세계관,A worldview,segyegwan
korean_topik_4,k_1952,온통,"Wholly, entirely",ontong
korean_topik_4,k_1953,의존하다,"To depend on, rely on",uijonhada
korean_topik_4,k_1954,자세히,In detail,jasehi
korean_topik_4,k_1955,점심,Lunch,jeomsim
korean_topik_4,k_1956,정확히,Exactly,jeonghwakhi
korean_topik_4,k_1957,지치다,"Be exhausted, fatigued",jichida
korean_topik_4,k_1958,청년,"A young man, a youth",cheongnyeon
korean_topik_4,k_1959,혀,The tongue,hyeo
korean_topik_4,k_1960,확대하다,"To enlarge,magnify",hwakdaehada
korean_topik_4,k_1961,후춧가루,Ground pepper,huchutgaru
korean_topik_4,k_1962,건설하다,To construct or erect,geonseolhada
korean_topik_4,k_1963,경쟁력,Competitiveness,gyeongjaengryeok
korean_topik_4,k_1964,마침,"Just, exactly",machim
korean_topik_4,k_1965,신용,"confidence,trust",sinyong
korean_topik_4,k_1966,연락,"Connection, communication",yeollak
korean_topik_4,k_1967,온몸,The whole body,onmom
korean_topik_4,k_1968,정,Feeling of attachment,jeong
korean_topik_4,k_1969,정신적,Mental,jeongsinjeok
korean_topik_4,k_1970,증상,Symptoms,jeungsang
korean_topik_4,k_1971,출연하다,"Appear on stage, act, sing",churyeonhada
korean_topik_4,k_1972,칼,A knife,kal
korean_topik_4,k_1973,한꺼번에,All at once,han-kkeo-beo-ne
korean_topik_4,k_1974,강제,Compulsion or coercion,gang-je
korean_topik_4,k_1975,건너다,Go over or go across,geon-neo-da
korean_topik_4,k_1976,깨다,Wake up from sleep,kkae-da
korean_topik_4,k_1977,낚시,Fishing,nak-si
korean_topik_4,k_1978,다가가다,To get near to,da-ga-ga-da
korean_topik_4,k_1979,문자,"letters,character",mun-ja
korean_topik_4,k_1980,묻다,to Stain,mut-da
korean_topik_4,k_1981,비롯되다,"To be begun, to have started",bi-rot-doe-da
korean_topik_4,k_1982,슬프다,"To be sad,sorrowful",seulpeuda
korean_topik_4,k_1983,신부,Bride,sinbu
korean_topik_4,k_1984,여겨지다,"To look, appear, think of sth as",yeogyeojida
korean_topik_4,k_1985,오징어,"Cuttlefish, squid",ojingeo
korean_topik_4,k_1986,요금,"A rate, a fare",yogeum
korean_topik_4,k_1987,용돈,"Pocket money, money for expenses",yongdon
korean_topik_4,k_1988,위주,Put first in importance,wiju
korean_topik_4,k_1989,음료,"A beverage, a drink",eumnyo
korean_topik_4,k_1990,의자,A chair,uija
korean_topik_4,k_1991,전자,An electron,jeonja
korean_topik_4,k_1992,전해지다,To be transmitted,jeonhaejida
korean_topik_4,k_1993,전환,"To exchange, convert, change",jeonhwan
korean_topik_4,k_1994,지경,"A boundary,situation,state",jijyeong
korean_topik_4,k_1995,진행,"Progress, advance",jinhaeng
korean_topik_4,k_1996,카메라,Camera,kamera
korean_topik_4,k_1997,통증,"An ache, pain",tongjeung
korean_topik_4,k_1998,편리하다,"To be convenient, handy",pyeollihada
korean_topik_4,k_1999,하천,"A river, watercourse",hacheon
korean_topik_4,k_2000,현금,"Cash, ready funds, not a credit card",hyeongeum
korean_topik_4,k_2001,화학,Chemistry,hwahak
korean_topik_4,k_2002,활발하다,"Be lively, sprightly",hwalbalhada
korean_topik_4,k_2003,가리다,Pile up or  stack up or heap up,garida
korean_topik_4,k_2004,거칠다,Coarse (texture) or  wild (behavior) or  (rain and wind) rough or  wild,geochilda
korean_topik_4,k_2005,그나마,Even though or  nevertheless,geunamana
korean_topik_4,k_2006,껍질,Skin or  nutshell,kkeopjil
korean_topik_4,k_2007,남부,The south part,nambu
korean_topik_4,k_2008,명령,"An order,command",myeongnyeong
korean_topik_4,k_2009,몰래,"secretly,quietly",mollae
korean_topik_4,k_2010,무조건,Unconditional,mujogeon
korean_topik_4,k_2011,반장,Squad leader,banjang
korean_topik_4,k_2012,부근,"neighborhood,vicinity",bugeun
korean_topik_4,k_2013,선택,A choice,seontaek
korean_topik_4,k_2014,역사가,Historian,yeoksaga
korean_topik_4,k_2015,연구자,Researcher,yeonguja
korean_topik_4,k_2016,연기자,"A performer, an actor",yeongija
korean_topik_4,k_2017,조그맣다,"Be tiny,small",jogeumata
korean_topik_4,k_2018,줄기,"A trunk, stem, stalk",julgi
korean_topik_4,k_2019,찾아내다,"To find out, discover",chajanaeda
korean_topik_4,k_2020,토요일,Saturday,toyoil
korean_topik_4,k_2021,경찰관,a policeman,gyeongchalgwan
korean_topik_4,k_2022,권하다,1) advise or  persuade 2) recommend,gwonhada
korean_topik_4,k_2023,극장,Theater or  playhouse,geukjang
korean_topik_4,k_2024,끝내,The end,kkeunnae
